serial_no,word,page_no,level
854,stepladder,8,upper_intermediate
855,steppe,16,upper_intermediate
856,sterile,46,upper_intermediate
857,stifling,32,upper_intermediate
858,stinking,71,upper_intermediate
859,hole stir fry,80,upper_intermediate
860,stocky,33,upper_intermediate
861,stolen goods,95,upper_intermediate
862,stool,3,upper_intermediate
863,store,46,upper_intermediate
864,card,99,upper_intermediate
865,straight-haired,12,upper_intermediate
866,streaker,63,upper_intermediate
867,streets ahead,81,upper_intermediate
868,stretch,59,upper_intermediate
869,striped,47,upper_intermediate
870,stroke,71,upper_intermediate
871,stubborn,"34,",upper_intermediate
872,stuck-up,12,upper_intermediate
873,sturdy,46,upper_intermediate
874,stutter,70,upper_intermediate
875,sub-human,9,upper_intermediate
876,sub-species,46,upper_intermediate
877,subdivision,9,upper_intermediate
878,subtle,18,upper_intermediate
879,summit,44,upper_intermediate
880,sun-tanned,12,upper_intermediate
881,sunburn,48,upper_intermediate
882,sunglasses,13,upper_intermediate
883,cola,95,upper_intermediate
884,supernatural,71,upper_intermediate
885,swarm,29,upper_intermediate
886,sweatband,41,upper_intermediate
887,sweatshirt,41,upper_intermediate
888,sweetheart,69,upper_intermediate
889,swept,38,upper_intermediate
890,swift,63,upper_intermediate
891,syringe,48,upper_intermediate
892,taffeta,16,upper_intermediate
893,tailback,14,upper_intermediate
894,takeover,14,upper_intermediate
895,talking-point,82,upper_intermediate
896,tanned,33,upper_intermediate
897,tawdry,15,upper_intermediate
898,tax-free,12,upper_intermediate
899,teacher-training college,39,upper_intermediate
900,tearful,8,upper_intermediate
901,teasmade,50,upper_intermediate
902,teddy bear,15,upper_intermediate
903,tee,19,upper_intermediate
904,telecommunications,52,upper_intermediate
905,temper,88,upper_intermediate
906,temperance,48,upper_intermediate
907,tempt,69,upper_intermediate
908,ten-pin bowling,41,upper_intermediate
909,tender,11,upper_intermediate
910,tension,30,upper_intermediate
911,terrify,8,upper_intermediate
912,terrorist,"8,",upper_intermediate
913,texture,64,upper_intermediate
914,thaw,32,upper_intermediate
915,thermal spring,44,upper_intermediate
916,thirtyish,8,upper_intermediate
917,this and that,75,upper_intermediate
918,this is it,75,upper_intermediate
919,thistle,46,upper_intermediate
920,thorn,46,upper_intermediate
921,threaten,70,upper_intermediate
922,three-dimensional,51,upper_intermediate
923,thrifty,34,upper_intermediate
924,thrive,46,upper_intermediate
925,thud,61,upper_intermediate
926,thunder,32,upper_intermediate
927,tight-fisted,34,upper_intermediate
928,tight-fitting,12,upper_intermediate
929,timber,26,upper_intermediate
930,time and time again,58,upper_intermediate
931,time bomb,38,upper_intermediate
932,time-consuming,12,upper_intermediate
933,time share,50,upper_intermediate
934,timeless,58,upper_intermediate
935,tip,26,upper_intermediate
936,tippex,40,upper_intermediate
937,tiptoe,83,upper_intermediate
938,tire,68,upper_intermediate
939,tissues,66,upper_intermediate
940,and fro,77,upper_intermediate
941,mind,67,upper_intermediate
942,toe the line,83,upper_intermediate
943,tom,73,upper_intermediate
944,tomb,18,upper_intermediate
945,tongs,27,upper_intermediate
946,top-hole,95,upper_intermediate
947,top-secret,12,upper_intermediate
948,of the class,78,upper_intermediate
949,topnotch,81,upper_intermediate
950,tore,63,upper_intermediate
951,torrential rain,32,upper_intermediate
952,tough,18,upper_intermediate
953,council,54,upper_intermediate
954,trafficking,55,upper_intermediate
955,transpose,10,upper_intermediate
956,tread,18,upper_intermediate
957,tree,46,upper_intermediate
958,tremor,38,upper_intermediate
959,trendy,47,upper_intermediate
960,trespasser,96,upper_intermediate
961,trial,55,upper_intermediate
962,triangular,51,upper_intermediate
963,tributary,44,upper_intermediate
964,trickle,17,upper_intermediate
965,trot,73,upper_intermediate
966,trouble and strife,95,upper_intermediate
967,try on,47,upper_intermediate
968,tulip,16,upper_intermediate
969,tundra,16,upper_intermediate
970,tungsten,16,upper_intermediate
971,turn-out,14,upper_intermediate
972,turning point,80,upper_intermediate
973,turnout,91,upper_intermediate
974,turnover,14,upper_intermediate
975,tweed,15,upper_intermediate
976,twig,46,upper_intermediate
977,twinkle,61,upper_intermediate
978,twist,37,upper_intermediate
979,two-dimensional,51,upper_intermediate
980,two-faced,12,upper_intermediate
981,tycoon,16,upper_intermediate
982,typhoid,38,upper_intermediate
983,unattractive,33,upper_intermediate
984,unbend,9,upper_intermediate
985,uncertainty,30,upper_intermediate
986,underactive,9,upper_intermediate
987,underfoot,64,upper_intermediate
988,underhand,2,upper_intermediate
989,underpaid,9,upper_intermediate
990,underpass,93,upper_intermediate
991,underpriced,2,upper_intermediate
992,undertake,86,upper_intermediate
993,underused,9,upper_intermediate
994,underweight,9,upper_intermediate
995,underworked,9,upper_intermediate
996,undress,47,upper_intermediate
997,uneasily,70,upper_intermediate
998,Unesco,98,upper_intermediate
999,uneven,49,upper_intermediate
1000,ungrateful,9,upper_intermediate
1001,unheard-of,12,upper_intermediate
1002,unjust,9,upper_intermediate
1003,unleaded petrol,44,upper_intermediate
1004,unload,9,upper_intermediate
1005,unstaffed,97,upper_intermediate
1006,unveil,9,upper_intermediate
1007,unwrap,9,upper_intermediate
1008,unzip,9,upper_intermediate
1009,up and down,77,upper_intermediate
1010,up to it,74,upper_intermediate
1011,up to ears,1,upper_intermediate
1012,uplifted,68,upper_intermediate
1013,upskiing,99,upper_intermediate
1014,V-neck,47,upper_intermediate
1015,valley,44,upper_intermediate
1016,valueless,56,upper_intermediate
1017,vandalism,45,upper_intermediate
1018,variety show,53,upper_intermediate
1019,vegetation,46,upper_intermediate
1020,velvet,47,upper_intermediate
1021,vendetta,16,upper_intermediate
1022,verdict,55,upper_intermediate
1023,verse,42,upper_intermediate
1024,viaduct,10,upper_intermediate
1025,vice-president,54,upper_intermediate
1026,victim,38,upper_intermediate
1027,Victorian,45,upper_intermediate
1028,vivid,64,upper_intermediate
1029,vote,54,upper_intermediate
1030,wage,56,upper_intermediate
1031,waistcoat,93,upper_intermediate
1032,walk-out,14,upper_intermediate
1033,waltz,16,upper_intermediate
1034,eat it,81,upper_intermediate
1035,warder,95,upper_intermediate
1036,warm-hearted,12,upper_intermediate
1037,washable,8,upper_intermediate
1038,watt,15,upper_intermediate
1039,welfare,13,upper_intermediate
1040,well-behaved,12,upper_intermediate
1041,well-built,33,upper_intermediate
1042,well-off,12,upper_intermediate
1043,another,75,upper_intermediate
1044,when it,75,upper_intermediate
1045,whirl,17,upper_intermediate
1046,wide-eyed,12,upper_intermediate
1047,wife-to-be,35,upper_intermediate
1048,wind,32,upper_intermediate
1049,wishful thinking,6,upper_intermediate
1050,with-it,47,upper_intermediate
1051,womanhood,11,upper_intermediate
1052,workaholic,40,upper_intermediate
1053,workmate,35,upper_intermediate
1054,world of difference,23,upper_intermediate
1055,write-off,14,upper_intermediate
1056,write-up,14,upper_intermediate
1057,yew,46,upper_intermediate
1058,youth club,45,upper_intermediate
1059,youth hostel,50,upper_intermediate
